success,trial_type,trial_index,time_elapsed,internal_node_id,ID,condition,StartTime,EndTime,task,view_history,rt,writing_txt,writing_duration_rt,pre_writing_pause,stimulus,response
NULL,html-keyboard-response,3,884019,0.0-3.0,3327831,control,2025/8/8 12:43,2025/8/8 12:58,writing_block,NULL,NULL,"ある朝、私が目覚めると、体が小さくなっていた。
しかしそれは真実ではなかった。
実は私の体が小さくなったのではなく、世界が巨大化していたのだ。

相対的に見れば同じことになるかもしれないが、実際のところ私のその認識は間違いがなく、エビデンスもあった。
それはまず、水を思うように飲めなかったことから気が付いた。
つまり水の分子が私の本来のサイズに比べて巨大化していて、私の体では簡単に吸収することができなかったのだ。

そう考えてみると、巨大化や小型化の物語はよくあるが、原子・分子レベルの問題はどうなっているのだろうと思った。
それだけではない。現実に存在している動物でも、同じ種類でもまったく大きさの違うものがある。

例えば魚だ。
魚は同じ魚でありながら、まったくサイズの異なるものが多くある。
そう考えたら、彼らは似たような構造、似たような臓器を持ちながら、世界の分子構造と同じように付き合っているではないか。

世の中とは何とも不思議なものだ。
私は、同じ種族で極端に違うサイズのものというものとあまり遭遇することはないので、それほど真剣に考えることは少ないのかもしれない。

そう考えると、私たちがものを考えることには、自身の生まれ持ったものも大きく関係してくるのだろう。

そこまで考えて、やっと私は現実と向き合う心構えができた。
さて、この世界が大きくなってしまったことにはどう対処すればいいのだろうか。

と、そこで目が覚めた。
「なんだ、夢か」
私はそう一人でつぶやき、いつものように大空へ飛び立った。",825886,27821,NULL,NULL
NULL,html-keyboard-response,4,886698,0.0-4.0,3327831,control,2025/8/8 12:43,2025/8/8 12:58,debrief,NULL,2678,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,7,0.0-0.0,1184990,control,2025/8/8 12:41,2025/8/8 12:58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3184,0.0-1.0,1184990,control,2025/8/8 12:41,2025/8/8 12:58,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,151510,0.0-2.0,1184990,control,2025/8/8 12:41,2025/8/8 12:58,main_task_inst_tl,Array,148325,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,3,1061673,0.0-3.0,1184990,control,2025/8/8 12:41,2025/8/8 12:58,writing_block,NULL,NULL,"ある日、A男はテレビショッピングの司会になって、こんな商品をテレビカメラの前で紹介していた。

納豆を食べ終わった後のパックを洗う際に、困ったことはありませんか？
いつまでもベトベトやネバネバが落ちない上、スポンジにまで粘着して、臭いニオイまで付いてしまった。こんな経験をした方もいるはずです。
そんな方に紹介したいのが、こちらの商品。これは一見すると単なるスポンジですが、実は特殊な素材で加工されており、納豆のパックも短時間でスッキリ落とすことが可能です。
でも気になるのが、お値段ではないでしょうか？ご安心ください。今なら10セットで1万円で提供することが出来ます。
ただし時間制限は今から3時間のみ。さあ急いでこちらの電話番号へGO！

ここでA男は目を覚ました。なぜか社員食堂で納豆定食を食べながら、うたた寝をしてしまったようだ。口からは納豆のネバネバが糸をひいており、それを見た上司が呆れかえっていた。
",910162,10301,NULL,NULL
NULL,html-keyboard-response,4,1065274,0.0-4.0,1184990,control,2025/8/8 12:41,2025/8/8 12:58,debrief,NULL,3599,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,12,0.0-0.0,1225989,control,2025/8/8 12:40,2025/8/8 13:01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3530,0.0-1.0,1225989,control,2025/8/8 12:40,2025/8/8 13:01,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,69020,0.0-2.0,1225989,control,2025/8/8 12:40,2025/8/8 13:01,main_task_inst_tl,Array,65490,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,3,1269023,0.0-3.0,1225989,control,2025/8/8 12:40,2025/8/8 13:01,writing_block,NULL,NULL,"彼の名前は三郎、35歳の会社員だ。
三郎はある日、いつもの道で小さなカフェを見つけた。
不思議に思って入ってみる。
そこでバリスタの女性にあるコーヒーをおすすめされる。
おすすめされたコーヒーは、飲むと明日が見えるものだという。
冗談だと思ったが、購入して一口飲んでみる。
すると、頭に妙な映像が浮かんでくる。
その映像は翌日の自分を後ろから眺めているような映像だ。
その映像では、自分が仕事で失敗しているようだ。
まさかとは思ったが、その日の夜は翌日の仕事の準備をいつも以上に念入りに行った。
翌日、前日に浮かんできた映像と同じ場面に遭遇したが、
準備をしていたおかげで失敗を回避することができた。
不思議に思って仕事帰りにカフェに行こうとするが、
そのカフェは無くなっていた。
今回、三郎が経験した奇妙な体験はなんだったのだろうか。",1200001,165309,NULL,NULL
NULL,html-keyboard-response,4,1271037,0.0-4.0,1225989,control,2025/8/8 12:40,2025/8/8 13:01,debrief,NULL,2011,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,133,0.0-0.0,6102932,control,2025/8/8 12:57,2025/8/8 13:06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3012,0.0-1.0,6102932,control,2025/8/8 12:57,2025/8/8 13:06,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,8339,0.0-2.0,6102932,control,2025/8/8 12:57,2025/8/8 13:06,main_task_inst_tl,Array,5325,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,3,496650,0.0-3.0,6102932,control,2025/8/8 12:57,2025/8/8 13:06,writing_block,NULL,NULL,"私には2人の子供がいます。
5歳の娘と3歳の息子です。
2人とも歳の差があまりないので、
普段はおもちゃの取り合いで良く喧嘩したりしています。
お互いを叩いたり、蹴ったり大変です。
でもパパが帰ってきた時には2人で協力して、
戦隊物の何とかレンジャーに変身し
強くなって2人で協力して戦っています。
それはいつもおもちゃを片付けなかったり、
言う事を聞かなかったりして
良く怒るからです。
いつも喧嘩しているのに、パパが相手だと
2人で協力して遊んでいるのを見て
私は大変微笑ましいです。
これからも健康で仲良く大きくなって欲しいです。
今は夏休みなので、毎日大変です。
そんなお話でした。


",488309,10513,NULL,NULL
NULL,html-keyboard-response,4,501985,0.0-4.0,6102932,control,2025/8/8 12:57,2025/8/8 13:06,debrief,NULL,5334,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,32,0.0-0.0,5560684,control,2025/8/8 13:40,2025/8/8 14:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,8414,0.0-1.0,5560684,control,2025/8/8 13:40,2025/8/8 14:00,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,34875,0.0-2.0,5560684,control,2025/8/8 13:40,2025/8/8 14:00,main_task_inst_tl,Array,26459,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,3,1234879,0.0-3.0,5560684,control,2025/8/8 13:40,2025/8/8 14:00,writing_block,NULL,NULL,"ある日、Aが会社に行くため、バスに乗った。Aは空いている席に座った。数分後、バス停で男が乗車した。男はAの隣に座った。男はAより先に降りて行った。バスが発車した後、Aは男が財布を忘れて降りてしまったことに気づいた。
Aは出来心から男が忘れていった財布の中身を確認した。財布には免許証が入っていた。見覚えのある名前だった。Aは男が学生時代の同級生であることに気づいた。さして仲良くなかったためお互い気づかなかったようだ。
目的のバス停についた。Aは財布を運転手に渡してバスを降りた。それから一日、いつものように仕事を行い、退社の時間になった。会社を出てすぐ電話が鳴った。誰あろう同級成",1200002,91466,NULL,NULL
NULL,html-keyboard-response,4,1238533,0.0-4.0,5560684,control,2025/8/8 13:40,2025/8/8 14:00,debrief,NULL,3652,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,5,0.0-0.0,5034632,control,2025/8/8 23:13,2025/8/8 23:22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,2890,0.0-1.0,5034632,control,2025/8/8 23:13,2025/8/8 23:22,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,36511,0.0-2.0,5034632,control,2025/8/8 23:13,2025/8/8 23:22,main_task_inst_tl,Array,33620,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,3,577624,0.0-3.0,5034632,control,2025/8/8 23:13,2025/8/8 23:22,writing_block,NULL,NULL,"美味しいご飯で幸せを作る。

この町では年に１度街をあげて「料理を作るコンテスト」が行われます。
毎年のテーマが発表されると、街の人々は何を作るかみんな考え出します。

その中でもある中学校の料理部は高校への推薦がきまるため、みんな必死。

Ａさん「私は煮込み料理がいいかな」
Ｂさん「僕は米料理にしよう」
など部員皆で料理を考えています。

今回のテーマは「幸せ」

みんな幸せをテーマに美味しい料理を考えていました。

いよいよコンテスト当日。

この中学校以外にも街の料理自慢の子供、大人がみんな集まってきました。

緊張していつもはできる包丁さばきも上手くできない人も。
そんな中この中学校のみんなは冷静に包丁をつかって下ごしらえをしています。

いつもは仲間のみんなも今日はライバル。

Ａさんはハンバーグ煮込み
Ｂさんは炊き込みご飯
Ｃさんは前菜
Ｄさんは汁物・・・

そうこの中学校の部員は、みんなで１つの会席料理を作り上げたのです。

これまで推薦が決まっているため個人戦だったこのコンテスト。
ところが、今回はそのコンテストが始まってチーム戦だったのです。

",541112,4876,NULL,NULL
NULL,html-keyboard-response,4,579308,0.0-4.0,5034632,control,2025/8/8 23:13,2025/8/8 23:22,debrief,NULL,1683,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
