success,trial_type,trial_index,time_elapsed,internal_node_id,ID,condition,StartTime,EndTime,task,view_history,rt,response,ref_text,intro_text,challenge_text,resolve_text,writing_txt,writing_duration_rt,pre_writing_pause,stimulus
NULL,html-keyboard-response,5,1961616,0.0-5.0,4277165,structured,2025/8/8 11:36,2025/8/8 12:09,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"主人公のたかしはごく普通の男性で家族は妻と子の3人暮らしていたある日
家族旅行の途中で事故に合ってしまう
目が覚めるとそこは昔住んでいた大学時代の部屋だったふとテレビに目をやるとそこには昔好きだったテレビの生放送をやっていた。
タイムリープしていることを気づくたかしはその後におこる大災害を止めるため奔走する、宗教の教祖になり信者を作り特定の地域には人が住めないと言い災害が起こる地域には住まないようにSNSで主張する、だがそのようなことを信じる人はいなく災害は起こってしまう。
たかしは無力感になり災害のある時刻場所に行き最初の犠牲者になる。
その後主人公の主張の正しさが世間に広まり死後に神格化され世間を賑わす
本当にタイムリープしていたのかたまたま嘘からでた真実か永遠に語られる",1200001,82068,NULL
NULL,html-keyboard-response,6,1965976,0.0-6.0,4277165,structured,2025/8/8 11:36,2025/8/8 12:09,debrief,NULL,4358, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,11,0.0-0.0,2349425,structured,2025/8/8 11:32,2025/8/8 12:10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,328573,0.0-1.0,2349425,structured,2025/8/8 11:32,2025/8/8 12:10,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,584612,0.0-2.0,2349425,structured,2025/8/8 11:32,2025/8/8 12:10,structure_outline_inst_tl,Array,256038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,1064618,0.0-3.0,2349425,structured,2025/8/8 11:32,2025/8/8 12:10,structure_outline_task,NULL,NULL,Array,なし,"朝起きたら性別が変わっていた
家族や知り合いの性別も全て変わっていた
それ以外でも様々な常識が反転しているようだった","反転した常識に慣れずにいろいろな失敗をしてしまう
反転した常識の中に非人道的なルールがあり、命の危険を感じる
周りからおかしいと疑われてしまい、孤立していく
家族や友人から命を狙われてしまい逃げ出す","この世界に来てしまった原因を探り、鏡からこの世界に来てしまったことを思い出す
この世界に来たときの鏡を探し出し、一か八か鏡に突っ込んでみる
強い衝撃とともに鏡が割れてしまうが、自分の体が元の性別に戻っており、元の世界に戻ったと確信する",NULL,NULL,NULL,NULL
NULL,instructions,4,1126071,0.0-4.0,2349425,structured,2025/8/8 11:32,2025/8/8 12:10,main_task_inst_tl,Array,61452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,2326073,0.0-5.0,2349425,structured,2025/8/8 11:32,2025/8/8 12:10,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aは都内の学校に通う男子高生だ。
ある朝、Aは鏡を見た自分の姿に驚いた。
なんと自分の姿が女性になっていた。
驚きつつも部屋から出て家族の様子を確認すると、家族の性別も変わっていた。
家族はAの姿を見ても驚きもせず、当たり前のように接してきた。
Aは動揺しつつも、いつもどおりの生活をしておこうと思い、学校へ向かった。
学校でもクラスメイトの性別は変転しており、誰もおかしいと感じていないようだった。
友人たちと話していると、性格は変わっていないようだが、なにか話が噛み合わない部分やおかしい事があった。
たとえば授業中、みんな立って授業を受けていたり、教科書を逆さに持っていたりと、奇妙だった。
そんな常識を知らないAはたびたび失敗してしまい、同級生や先生から笑われてしまった。
しかし、その後に起こったことは笑い事では済まなかった。
やっと授業が全て終わり帰れると思ったが、先生から話があると呼び止められた。
何かと聞くと、先生から選ばれたよと言われた。
どういうことかと聞くと、周りのクラスメイトから羨ましい、良かったね、という声が上がった。
どうやら毎月、臓器移植のドナーに一人の生徒が選ばれるという常識があるということらしい。
Aは恐ろしくなって逃げ出そうとするが、周囲の人はそれを理解できなかったようだった。
家に逃げ帰ると、今度は家族がおめでとうといって、捕まえようとしてきた。
Aはこんな世界が嫌になり、元の世界に戻る方法を探そうとした。
ぼんやりと寝る前のことを思い出し、バスルームの鏡に頭をぶつけたことを思い出す。
もしやと思い、バスルームへ駆け込み、鏡を確認すると鏡の向こうに元の性別の自分がいることに気づく。
家族がバスルームの扉を叩くなかで、一か八か鏡に突っ込んでみる。
すると大きな音と光の中で気を失っていまう。
起きてみるとバスルームの中で、鏡を見ると女性の自分が写っていた。
鏡を殴って割り、二度と向こうの世界に",1200001,9783,NULL
NULL,html-keyboard-response,6,2330149,0.0-6.0,2349425,structured,2025/8/8 11:32,2025/8/8 12:10,debrief,NULL,4074, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,26,0.0-0.0,1069349,structured,2025/8/8 11:36,2025/8/8 12:12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,4136,0.0-1.0,1069349,structured,2025/8/8 11:36,2025/8/8 12:12,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,344291,0.0-2.0,1069349,structured,2025/8/8 11:36,2025/8/8 12:12,structure_outline_inst_tl,Array,340154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,824324,0.0-3.0,1069349,structured,2025/8/8 11:36,2025/8/8 12:12,structure_outline_task,NULL,NULL,Array,ザコール,"主人公の少女はある日十数年前から送られてきた不思議なメールを受け取る。
そのメールに返信したことにより、十数年前の人物と交流を持ち始める。","メールでの交流をえて、交流相手が誰か少女は気づいてしまう。
その人物は震災の時に英雄的な行動をとり、多くの人を救った人だった。
ただその行動により彼は命を落としていた。
彼を救いたいが、彼の行動をゆがめればその行動で救われた多くの人が失われるかもしれないというジレンマに悩む少女。","答えは出ず、彼に全てを伝える少女。
そして自分の行動を変えず、それを全うしたメールの相手。
メールの返信が返ってこなくなった彼女の元に、彼からの最後の手紙が来た。",NULL,NULL,NULL,NULL
NULL,instructions,4,936807,0.0-4.0,1069349,structured,2025/8/8 11:36,2025/8/8 12:12,main_task_inst_tl,Array,112482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,2136817,0.0-5.0,1069349,structured,2025/8/8 11:36,2025/8/8 12:12,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"「ココ」という宛先から私のスマホにメールが来た。
バグっているのか、メールの時間設定がおかしい。
少し怖いが、好奇心に勝てずメールを開くことにした。
「父さん、8月のお盆に実家に帰ります。心配しなくてもこちらは大丈夫。大学でも上手くやっています。」
さすがにこのメールをそのままスルーするのはよくないと考え、私は送信相手に間違っているというメールを送ることにしました。
メール送信後、送信相手からお礼のメールが送られてきて、そこには感謝でいっぱいの言葉。
大げさすぎると思ったので、つい返信していまい、それからこの時間設定のおかしい不思議なメール相手と交流が始まりました。
彼の話はとても面白く、私にとって彼の存在は段々と大きなものに。
けれども私の名前を言うこともなく、彼の名前もきょうみはあったけど、聞くことはありませんでした。
でもある日の彼の話で、私は彼が誰か知ってしまったのです。
その話はメディアで何度も取り上げられている人物の感動話。
大震災の際に、多くの人を救った英雄みたいな人。
ただそのときは私は気づいてしまいました、メールの彼の今後に。
その英雄みたいな人は震災の行動によって多くの人を救った代わりに命を落とすことになるのです。
私は彼にそのことを伝えるかどうか悩みました。
彼が行動を止めれば彼の命は助かるかもしれない。
でも彼が行動を止めることで救われる多くの人が救われないかもしれない。
結局答えは出ず、でも彼に生きてもらいたく、私はありのままのことを彼に伝えました。
それからもメールは続きましたが、ある日メールがピタリと止まりました。
歴史は変わらず、彼は私",1200008,4024,NULL
NULL,html-keyboard-response,6,2142195,0.0-6.0,1069349,structured,2025/8/8 11:36,2025/8/8 12:12,debrief,NULL,5376, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,7,0.0-0.0,114735,structured,2025/8/8 11:39,2025/8/8 12:13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,4805,0.0-1.0,114735,structured,2025/8/8 11:39,2025/8/8 12:13,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,262157,0.0-2.0,114735,structured,2025/8/8 11:39,2025/8/8 12:13,structure_outline_inst_tl,Array,257351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,742159,0.0-3.0,114735,structured,2025/8/8 11:39,2025/8/8 12:13,structure_outline_task,NULL,NULL,Array,なし,"・あるアメリカの西海岸の街はテロリスト国家の細菌兵器により死の街と化していた。
・その街だけでなくアメリカ全土が荒廃していた
・新入りの二等兵クリスは大統領に命じられ、街を完全に浄化する装置をテキサスまで取りに行くように命じられる","・旅の道中、テロリストに命を狙われるクリス
・装甲車に装備されたマシンガンの弾薬が残り少ない
・食料も少ない
・戦闘で次々に仲間が亡くなる","・テキサスに行って軍司令より浄化装置を手に入れ、見事、街に戻ってきたクリス
・すぐに装置を作動させ、街を浄化することに成功した
・この事件はアメリカが再興する大きなきっかけになった",NULL,NULL,NULL,NULL
NULL,instructions,4,815182,0.0-4.0,114735,structured,2025/8/8 11:39,2025/8/8 12:13,main_task_inst_tl,Array,73023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,2015184,0.0-5.0,114735,structured,2025/8/8 11:39,2025/8/8 12:13,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"アメリカ軍に入隊したばかりの二等兵クリス。ある日、彼は重要な任務をアメリカ大統領から命じられることになる。どうして二等兵の彼に重要な任務を与えられたのか。それは実は彼がアメリカ軍が密かに開発したサイボーグだったらである。見た目は人と変わらないが全身は金属や強化プラスチック、人工皮膚で構成されており、人とは全く違っている。超人的な能力を有しているが、二等兵を装って陸軍に入隊していた。

彼に命じられた重大な任務はアメリカの荒廃した土地をクリーンにすることである。現在のアメリカはテロリストがばら撒いた細菌兵器によって汚染されており、人はガスマスクなしでは1分も生きられない。クリスは西海岸の街からテキサスまで移動し、空気を浄化する特殊な装置を持って帰還しなければならない。人にはできない任務であり、サイボーグの彼がそれを行うことを大統領から命じられた。

彼に与えられた装備はいくつかの銃と小さな装甲車だった。相棒はおらず、道中にあるシェルターで弾薬や食料などを補充しながら移動し、各所で同じサイボーグの仲間と共同で作業をすることになる。

出発初日は順調に進んだが、2日目は敵対するテロリスト集団に襲撃された。クリスは装甲車に装備されたマシンガンで応戦し、なんとか生き残ることができた。尚、テロリスト集団は人を使って攻撃を仕掛けているが、彼らもまたこの戦争における被害者でもあった。中東で奴隷として扱われている民族をそのまま兵士として投入しているのである。彼らは汚染された空気を吸い込み、次々と亡くなっていった。テロリストの首謀者は彼らのことをカミカゼと呼び、",1200001,23144,NULL
NULL,html-keyboard-response,6,2018440,0.0-6.0,114735,structured,2025/8/8 11:39,2025/8/8 12:13,debrief,NULL,3256, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,5,0.0-0.0,4021758,structured,2025/8/8 12:38,2025/8/8 12:57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,4198,0.0-1.0,4021758,structured,2025/8/8 12:38,2025/8/8 12:57,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,103426,0.0-2.0,4021758,structured,2025/8/8 12:38,2025/8/8 12:57,structure_outline_inst_tl,Array,99225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,583428,0.0-3.0,4021758,structured,2025/8/8 12:38,2025/8/8 12:57,structure_outline_task,NULL,NULL,Array,なし,世紀末の荒れた世界に主人公の父親とその娘の生きる話である,"世紀末ではあらゆる人たちが物資を奪い合い力が支配する世界、そんな中、主人公の父親とその娘が物騒な輩の標的になり、娘が命を落とす、そして復讐を誓う父。
父親と輩の戦いが始まる。",父親は暴力的な輩を成敗し、亡き娘の復讐を終え平和な世界を願った。,NULL,NULL,NULL,NULL
NULL,instructions,4,634993,0.0-4.0,4021758,structured,2025/8/8 12:38,2025/8/8 12:57,main_task_inst_tl,Array,51564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1123520,0.0-5.0,4021758,structured,2025/8/8 12:38,2025/8/8 12:57,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"世紀末の荒れた世界に主人公の父親と幼き娘との旅である。
この世界ではあらゆる暴力が横行しており力が支配する。そんな中、父親と娘が暴力的な輩たちの標的となり、争いの中で娘が命を落とす。父親は嘆き、復讐を誓う。
父親は負傷しながらも一人ひとり、輩たちを倒し全員を成敗する。復讐を終え娘を亡くした心の深い傷をおいながら再び終わりの見えない旅に出る。",488526,11543,NULL
NULL,html-keyboard-response,6,1126381,0.0-6.0,4021758,structured,2025/8/8 12:38,2025/8/8 12:57,debrief,NULL,2859, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,7,0.0-0.0,3824660,structured,2025/8/8 12:33,2025/8/8 12:57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,10587,0.0-1.0,3824660,structured,2025/8/8 12:33,2025/8/8 12:57,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,134568,0.0-2.0,3824660,structured,2025/8/8 12:33,2025/8/8 12:57,structure_outline_inst_tl,Array,123981,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,614574,0.0-3.0,3824660,structured,2025/8/8 12:33,2025/8/8 12:57,structure_outline_task,NULL,NULL,Array,君の名は,"ある田舎町で学校生活を送っている主人公が居た。
田舎から出たかった主人公は都会への夢を抱いて、親の反対を押し切り突然電車に乗り込んで都会を目指した。
都会へ着いた主人公はある一人の女性と遭遇した","女性はとても不思議なことを言い、あなたと私は同一人物だと言った。
主人公は女性の言っていることがわからず都会の魅力を感じつつ、自分が田舎育ちということを痛感することになる。
周りの人々は親身になって聞いてくれる人はおらず、女性だけが自分のことを見てくれているとわかった","都会の雰囲気から徐々に慣れていき、主人公は都会に染まろうと努力した。
ある時女性が目の前に現れ、私も同じ境遇を体験したという。主人公は昔の自分と同じだと知ることができた。
女性と共に都会を楽しむことにｓ",NULL,NULL,NULL,NULL
NULL,instructions,4,667141,0.0-4.0,3824660,structured,2025/8/8 12:33,2025/8/8 12:57,main_task_inst_tl,Array,52565,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1459470,0.0-5.0,3824660,structured,2025/8/8 12:33,2025/8/8 12:57,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"田舎町で高校まで過ごしていた主人公は都会へのあこがれを抱き、都会へ行こうと決心した。
親の反対を押し切り電車に乗った主人公は徐々に近づく都会の景色に胸がどきどきした。
田舎にはない魅力がそこにはあり、ただ周りの人々は私のことを見向きもしなかった。そこにある女性が私に声をかけた。
「あなたと同一人物だ」と突然話しかけてくる女性に主人公は不思議に感じた。その時主人公は女性の言葉の意味を理解できなかった。
都会の魅力を感じつつ田舎にはない魅力を堪能していた主人公はある一つの苦難に差し掛かる。
田舎町では困った人には声をかける習慣があるが、都会にはそれがないことを知った。主人公は何処へ行くにも話を聞くことができず、独りぼっちだということだけが残ってしまった。
そこにあの時の女性が現れて、同じことをまた話した。
そこで初めて主人公は女性が自分の過去の姿なのだと知ることになる。
主人公は自分の気持ちだけで都会に出てきたが都会のことを全く知らず、自分勝手な行動を取ったと反省をした。
女性に「あなたは私自身ですか？」と尋ね、女性が頷くと都会で初めての知り合いに出会うことに安堵した。
主人公は過去の私が未来を変えてくれたのだと思い、女性に不安を感じながら名前を聞いた。
女性は「○○」だと。私と同じ名前だった。偶然かもしれないが私と同姓だというだけでも安心した気持ちを得ることができた。
それから女性に出会うことは無かったが、突発的に都会へ出てしまった自分の行動を悔いたが過去の自分へ感謝し、同じように悩んでいる人々へ手を差し伸べる主人公であった。",792328,6907,NULL
NULL,html-keyboard-response,6,1465448,0.0-6.0,3824660,structured,2025/8/8 12:33,2025/8/8 12:57,debrief,NULL,5977, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,14,0.0-0.0,4189255,structured,2025/8/8 12:45,2025/8/8 13:03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,2718,0.0-1.0,4189255,structured,2025/8/8 12:45,2025/8/8 13:03,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,24535,0.0-2.0,4189255,structured,2025/8/8 12:45,2025/8/8 13:03,structure_outline_inst_tl,Array,21816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,504538,0.0-3.0,4189255,structured,2025/8/8 12:45,2025/8/8 13:03,structure_outline_task,NULL,NULL,Array,なし,人々はAIに生活を委ねている,主人公はAIに支配された今の社会に疑問を抱く,AIの中枢を変更し、選択できる自由を人々に与えるよう改変した,NULL,NULL,NULL,NULL
NULL,instructions,4,539167,0.0-4.0,4189255,structured,2025/8/8 12:45,2025/8/8 13:03,main_task_inst_tl,Array,34629,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1073047,0.0-5.0,4189255,structured,2025/8/8 12:45,2025/8/8 13:03,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AIは完璧な存在である
AIの回答は常に早く正確で的確だから人間はAIにたよりきっている
一人の人間がその存在に疑問を抱いた
人間はAIの支配されておりそこに自由は無いのではないか
主人公はAIを改変し自由を手に入れる決意をした",533879,70595,NULL
NULL,html-keyboard-response,6,1079231,0.0-6.0,4189255,structured,2025/8/8 12:45,2025/8/8 13:03,debrief,NULL,6184, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,6,0.0-0.0,4517104,structured,2025/8/8 12:33,2025/8/8 13:05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3945,0.0-1.0,4517104,structured,2025/8/8 12:33,2025/8/8 13:05,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,138345,0.0-2.0,4517104,structured,2025/8/8 12:33,2025/8/8 13:05,structure_outline_inst_tl,Array,134398,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,618353,0.0-3.0,4517104,structured,2025/8/8 12:33,2025/8/8 13:05,structure_outline_task,NULL,NULL,Array,泣いた赤鬼,"ある村の近くにイノシシ２匹が住んでいた。それをイノシシA、イノシシBとする。
村では農作物を荒らすものとして猪を嫌っていた。しかしイノシシAはその村に住む人間と仲良くなりたいと考えている。",しかし何の策もなしに村に近づいてもイノシシは追い払われるばかり。そこでイノシシBがわざと農作物を嵐に行くとAに提案する。そこにイノシシAが現れ、私（イノシシB）を追い払うようにすればいいと提案した。,農作物を荒らすイノシシを追い払ったイノシシAは村人たちから感謝され村人たちに受け入れられた,NULL,NULL,NULL,NULL
NULL,instructions,4,676477,0.0-4.0,4517104,structured,2025/8/8 12:33,2025/8/8 13:05,main_task_inst_tl,Array,58122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1877452,0.0-5.0,4517104,structured,2025/8/8 12:33,2025/8/8 13:05,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"とある村の話。その村では農作が盛んで様々な野菜や果物を作っている。
自然豊かな村であり近くには動物たちも多く住んでいる。
村人は農作物を荒らす猪を当然ながら嫌い、対策に躍起になっている。

そんな村の近くで暮らす猪たちの中にイノシシAとイノシシBがいた。
彼らはもうこれ以上人間との争いを続けるのは不毛であり、共存したいと考えている。

彼らはどうしたら人間と良好な関係を築けるのかと色々と知恵を絞ったが良い案は浮かばない。
痺れを切らしたイノシシB、苦渋の決断として自らを悪者と仕立て上げ、イノシシAがそこに介入することでお前だけでも人間に近づくことができれば良いと考えた。

しかしイノシシAはその提案に反対した。仲間に犠牲になってほしくないからだ。

イノシシBはAを諭す。受け入れられるのは最初はお前だけかもしれないが時間が経てばイノシシ全体のイメージも変わっていくだろうと。そのような未来があるならば自分一人の犠牲など大したことではない。

他に良い作戦を思い浮かばないAは泣く泣くその提案を受け入れるしかなかった。



実行の日。作戦通り農作物を派手に荒らすイノシシB。そこへイノシシAは現れる。



たわわに実った農作物をともに荒らし大量の野菜や果物を奪い",1200972,4911,NULL
NULL,html-keyboard-response,6,1880256,0.0-6.0,4517104,structured,2025/8/8 12:33,2025/8/8 13:05,debrief,NULL,2803, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,5,0.0-0.0,4683976,structured,2025/8/8 12:35,2025/8/8 13:08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,5239,0.0-1.0,4683976,structured,2025/8/8 12:35,2025/8/8 13:08,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,232598,0.0-2.0,4683976,structured,2025/8/8 12:35,2025/8/8 13:08,structure_outline_inst_tl,Array,227358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,712605,0.0-3.0,4683976,structured,2025/8/8 12:35,2025/8/8 13:08,structure_outline_task,NULL,NULL,Array,耳をすませば,"・学校で仲良くなった二人の女子高生(りか、さくら)
・将来について漠然と考える
","・りかはやりたいことがなく、将来の道に悩み焦る
・さくらは看護師の夢を持ち、そのために着実に進み始める
・りかはそんなさくらがうらやましく、焦りから次第にすれ違い始める","・りかが慕う顧問の先生からのアドバイス、両親からのアドバイスに励まされる
・自分がやりたいことを焦らず見つけていこうと気持ちを切り替える
・ギクシャクしていたさくらとの関係も修復できて、良い親友として支えあう",NULL,NULL,NULL,NULL
NULL,instructions,4,749645,0.0-4.0,4683976,structured,2025/8/8 12:35,2025/8/8 13:08,main_task_inst_tl,Array,37034,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1949652,0.0-5.0,4683976,structured,2025/8/8 12:35,2025/8/8 13:08,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"都内の公立学校に通う安藤りか。
同じクラスの山田さくらと席が隣になり、仲の良い友達になる。
学校に進路希望の提出をしないといけないが、りかはまだ自分が将来何をしたいのか決められず、なかなか用紙を提出できない。
さくらに相談すると、「私はもう提出したよ！子供の頃から看護師になるのが夢なんだ！」
と、楽しそうに答える。
てっきりりかは自分と同じで将来について決まっていないと思っていたさくらが、こんなにもういろんなことを考えていたことにビックリし、同時に焦りを感じる。
さくらはその後も自分の進路のために勉強を頑張り、それを見ているりかは次第にさくらに置いて行かれている気分になってしまい、次第にさくらと一緒に過ごすのが辛くなっていってしまう。
さくらも、りかの様子が以前と違うことに気づいていたため、お互い距離を取るようになっていった。
そんな状況を顧問の先生が気づき、りかに声をかける。
りかは、今の自分の気持ち、さくらに対する気持ちを正直に話した。
先生は、「焦らなくていい。お前はお前の思うように進めばいいんだ。時間はまだまだたくさんある。」と、励ましてくれ、りかも少し気持ちが軽くなる。
その日の夜、両親に進路のことを相談するりか。
すると、「父さんも同じ気持ちになったことがある」と、学生時代の話をする父。
父も、仲の良かった友達が、将来に向かってどんどん進んでいくのを見ながら、自分と比べて焦っていたとか。
「でも、自分は自分だって思ったら、気がラクになったよ。その後、ちゃんと自分のやりたいことも見つけられた。時間はかかったけど、父さんは今ちゃんと大好きな仕事ができて幸せだ。」
その話を聞いて、りかは自分も焦らず見つけていけばいいんだと思えるようになる。
翌日、さくらにこれまでの気持ちや今どう思っているのかを正直に話し、謝罪した。
さくらとの関係も修復し、それ以降、りかは進路についてさくらに相談しながら二人で",1200006,8338,NULL
NULL,html-keyboard-response,6,1956871,0.0-6.0,4683976,structured,2025/8/8 12:35,2025/8/8 13:08,debrief,NULL,7217, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,5,0.0-0.0,2810580,structured,2025/8/8 12:35,2025/8/8 13:09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3877,0.0-1.0,2810580,structured,2025/8/8 12:35,2025/8/8 13:09,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,184601,0.0-2.0,2810580,structured,2025/8/8 12:35,2025/8/8 13:09,structure_outline_inst_tl,Array,180724,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,664607,0.0-3.0,2810580,structured,2025/8/8 12:35,2025/8/8 13:09,structure_outline_task,NULL,NULL,Array,名探偵コナン,組織に歳を取ってしまう薬を無理やり飲まされて、おじいさんになってしまった青年が組織を壊滅する為に立ち向かう物語,老人ホームに通いながら組織の秘密を探り対決していくが、年老いた身体の為、身体のあちこちが痛くて歩くのもしんどい状態、リハビリや歩行訓練をしながら組織と闘う体力をつける,付き添いのヘルパーさんの力やハイテク機器の使用により組織に対抗していき、ついに組織を壊滅することに成功する,NULL,NULL,NULL,NULL
NULL,instructions,4,856184,0.0-4.0,2810580,structured,2025/8/8 12:35,2025/8/8 13:09,main_task_inst_tl,Array,191574,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
