success,trial_type,trial_index,time_elapsed,internal_node_id,ID,condition,StartTime,EndTime,task,view_history,rt,response,outline_text,writing_txt,writing_duration_rt,pre_writing_pause,stimulus
1,fullscreen,1,5525,0.0-1.0,2100161,outline,2025/8/8 11:51,2025/8/8 12:20,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,26855,0.0-2.0,2100161,outline,2025/8/8 11:51,2025/8/8 12:20,outline_inst_tl,Array,21329,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,506865,0.0-3.0,2100161,outline,2025/8/8 11:51,2025/8/8 12:20,outline_task,NULL,NULL,Array,"・男は長らく愛猫の死に心を痛めていた。
・ある朝、男は１匹の野良猫と出会う。
・男は、野良猫を見て、愛猫を思い出す。
・男は、猫のお腹の模様を見て、愛猫の生まれ変わりだと確信する。
・今度こそ、この子のために精一杯のことをしてやろうと、男は決意する。
",NULL,NULL,NULL,NULL
NULL,instructions,4,515039,0.0-4.0,2100161,outline,2025/8/8 11:51,2025/8/8 12:20,main_task_inst_tl,Array,8173,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1715043,0.0-5.0,2100161,outline,2025/8/8 11:51,2025/8/8 12:20,writing_block,NULL,NULL,NULL,NULL,"その人は、猫が大好きでした。生まれてこの方、猫と一緒に暮らすのが当たり前で、猫なしの生活は、考えられない程でした。そんな彼が、人生で何度目かの愛猫との別れを経験し、その悲しみから、未だ立ち直れずにいた時のお話。
早朝、何かが窓のガラスをひっかく音で、彼は目覚めました。「何の音だろう・・・」　眠い目をこすりながら、窓に目をやると、そこには何と真っ白い子猫が、一生懸命、窓を開けてくれと言わんばかりに、ガラスを引っ?いているではありませんか。彼は驚き、立ちどころに窓へ行き、２人の目が合うと、子猫は逃げることなく、「にゃー」と大きな声で鳴きました。そこで彼は、猫のために冷蔵庫へ牛乳を取りに行きました。「まだ待ってるかな？」と思いながら、窓へ近づくと、果たして、ちんまりと座り、こちらを眺める子猫がいました。そっと牛乳の入った皿を差し出し、「どこの子？どっからきたの？」と男は優しい言葉を掛けました。子猫は一心不乱に牛乳を舐め続け、とうとう、最後の１滴まで舐めつくしました。子猫が満足気に顔を洗い、毛づくろいをしている様子を、彼は眺めながら、ふとあることに気が付き、驚きました。子猫のお腹には、ハートマークの模様があり、それはなんと、以前に飼っていた愛猫とそっくりではありませんか。不思議な偶然もあるもんだなと、思いながら眺めてると、彼は一つのことを思い出しました。彼は愛猫との死に際の際、もう１度一緒に住むこと、その際には、愛猫だと分かる印をつけて生まれ変わるよう、愛猫に話していたのでした。彼は思いました。「これは愛猫のうまれ」
",1200003,9200,NULL
NULL,html-keyboard-response,6,1718056,0.0-6.0,2100161,outline,2025/8/8 11:51,2025/8/8 12:20,debrief,NULL,3013, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,7,0.0-0.0,5364686,outline,2025/8/8 12:18,2025/8/8 12:40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,5112,0.0-1.0,5364686,outline,2025/8/8 12:18,2025/8/8 12:40,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,79332,0.0-2.0,5364686,outline,2025/8/8 12:18,2025/8/8 12:40,outline_inst_tl,Array,74219,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,559335,0.0-3.0,5364686,outline,2025/8/8 12:18,2025/8/8 12:40,outline_task,NULL,NULL,Array,"・もしもあの時、こうしていれば
・昔、小学生の時に友達と喧嘩をして、それ以来一度も口をきいていない
・なんの理由で喧嘩したのか思い出せない
・今は後悔している
・もしタイムスリップできて、当時に戻ることができたら
・喧嘩の理由を把握し、喧嘩を回避できたはず
・友達と今も仲良しの、別の世界に到達できている
・その先の幸せな世界を生きられるはずだ
・今現在の僕と、その世界の僕は、どう違っているのだろうか？
",NULL,NULL,NULL,NULL
NULL,instructions,4,615894,0.0-4.0,5364686,outline,2025/8/8 12:18,2025/8/8 12:40,main_task_inst_tl,Array,56558,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1315008,0.0-5.0,5364686,outline,2025/8/8 12:18,2025/8/8 12:40,writing_block,NULL,NULL,NULL,NULL,"話は僕が小学5年生の時だった。僕には親友と呼べる大切なクラスメートがいた。ある夏の日、彼と僕は盛大な喧嘩をして、それから仲たがいしたまま時間が過ぎ、以来口をきいていない。そしてそれから10年が過ぎ、お互い別の高校に通っており、会うことすらない。
今になって思うのだ。いったい僕たちはなぜ喧嘩したのだろうか？それがどうしても思い出せない。
思い出せないということは、実はたいした理由ではなかったのでは？

また夏がやってきて、ある朝起きると僕は小学生に戻っていた。カレンダーの日付はあの日、あの喧嘩の日だ！
僕は覚悟を決めて、学校へ向かうべく、ランドセルを背負った。

思い出した、彼との喧嘩は給食の後の昼休み時間だ。
いよいよその時間がくると、教室の前の廊下で僕は彼と対峙していた。
お互いの顔を見合わせて、何も言わない僕たち。

何だろう？何も起きないぞ？
どうやって、何を切り出せばよいのだろう？
時間はそのまま刻々と過ぎ、僕たちはなぜか同時に笑ってしまった。

「お前もじゃないのか」「なんだ、お前もか」
僕たちはどうやら、同じタイミングでタイムリープしていた。
そして僕も彼も、なぜ喧嘩したのか、まったく覚えがなかったのだ。
盛大に笑った。涙を流して、肩を抱き合って笑った。

それからまた10年が過ぎた。
僕たちの友情は未だに続いている。
",699112,7787,NULL
NULL,html-keyboard-response,6,1318238,0.0-6.0,5364686,outline,2025/8/8 12:18,2025/8/8 12:40,debrief,NULL,3229, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,24,0.0-0.0,4008717,outline,2025/8/8 12:36,2025/8/8 12:58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,8005,0.0-1.0,4008717,outline,2025/8/8 12:36,2025/8/8 12:58,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,70429,0.0-2.0,4008717,outline,2025/8/8 12:36,2025/8/8 12:58,outline_inst_tl,Array,62425,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,550453,0.0-3.0,4008717,outline,2025/8/8 12:36,2025/8/8 12:58,outline_task,NULL,NULL,Array,ある森に住んでいるネズミのチュウ子が人間の住む都会に行って巨大なチーズを自分の街に持ち帰ろうと冒険に出る。しかしそこまでたどり着くにはとても大変で、人間に襲われそうになったり、犬に追いかけ回されたりととても危険な目に合うのでした。しかし、危険な目に合う中一人の男の子がチュウ子を助けてくれました。そこから男の子と仲良くなり、その男,NULL,NULL,NULL,NULL
NULL,instructions,4,591443,0.0-4.0,4008717,outline,2025/8/8 12:36,2025/8/8 12:58,main_task_inst_tl,Array,40990,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1273996,0.0-5.0,4008717,outline,2025/8/8 12:36,2025/8/8 12:58,writing_block,NULL,NULL,NULL,NULL,"ある森に住んでいるネズミのチュウ子は活発で元気な女の子です。そのチュウ子は自分の街に大きなチーズを持ち帰りたいと思い人間の街へと冒険に出かけました。
しかし、その道はとても険しく犬や人間に追いかけ回されとても危険な目に合わされました。
ですがチュウ子は諦めず大きなチーズを持ち帰るためにチーズ屋に向かいました。
そしてやっと辿り着いたチーズ屋で大きなチーズを見つけたものの持ち帰る事ができません。
悩んでいるチュウ子を見つけた店の亭主がチュウ子を見つけました。
チュウ子は襲われると思いましたが店の亭主は優しくチュウ子にどうしたのかと話かけました。
チュウ子は亭主に事情を説明をすると、亭主は一緒に大きいチーズをチュウ子の街へと持って行ってくれると行ってくれました。
そしてチュウ子と亭主は大きなチーズを街へ持っていき街のみんなに大喜びされたのでした。",682552,34065,NULL
NULL,html-keyboard-response,6,1275954,0.0-6.0,4008717,outline,2025/8/8 12:36,2025/8/8 12:58,debrief,NULL,1956, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,42,0.0-0.0,6179110,outline,2025/8/8 12:33,2025/8/8 13:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,5321,0.0-1.0,6179110,outline,2025/8/8 12:33,2025/8/8 13:00,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,305166,0.0-2.0,6179110,outline,2025/8/8 12:33,2025/8/8 13:00,outline_inst_tl,Array,299844,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,785236,0.0-3.0,6179110,outline,2025/8/8 12:33,2025/8/8 13:00,outline_task,NULL,NULL,Array,"・小学五年生のしゅうはいじめられっこでとっても臆病で友達もおらずいつも一人
・ある時転んで頭をうってしまい、それ以来なぜか幽霊が見えるようになる
・最初しゅうは怖がって幽霊から逃げ回っていたが、ある時記憶喪失の幽霊の少年に出会う
・自分が誰かも困っている少年に力を貸すことになったしゅう
・二人は幽霊たちが持ち込む色々な問題を解決しつつ、「幽太」と名付けた幽霊の少年の記憶の痕跡をたどっていく
・実は幽太は死んでおらず病院で眠り続けていることが判明し、幽太は体にもどる
・最後はしゅうは幽霊たちとの触れ合いで人間的に強くなりいじめっこを見返し、幽太と親友になる",NULL,NULL,NULL,NULL
NULL,instructions,4,834779,0.0-4.0,6179110,outline,2025/8/8 12:33,2025/8/8 13:00,main_task_inst_tl,Array,49489,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1635629,0.0-5.0,6179110,outline,2025/8/8 12:33,2025/8/8 13:00,writing_block,NULL,NULL,NULL,NULL,"ぼくは弱虫だ。
たとえば車のクラクションや人の怒鳴り声なんかの大きな音、人の目線、授業で先生にあてられること、それに小さな虫だって僕にとっては恐怖の対象でしかない。
どんなことに対してもびくびく怯えることしかできないぼくを、学校のみんなは「ビビり」だって馬鹿にして笑ってる。
でも言い返したりはできない。だって怖いから。
そんなぼくにとんでもないことが起きたのは、ある日の放課後のことだった。
今日も先生に授業中にあてられて応えられなっかたことに意気消沈しながらとぼとぼと歩いていると、階段を踏み外してまっさかさま。
頭を強か打ち付けてしまった。
一瞬意識が飛んでいたけれど、すぐの気が付いた。
幸い周りにはだれもいなくて気付かれなかったみたいだけど、はずかしくて、あわてて走って帰った。
異変はすぐにおとずれた。
なんと幽霊が見えるようになってしまったのだ。
もちろんぼくは幽霊だって怖い。めちゃくちゃ怖い。
びびり散らかして逃げ回っていたけれど、ある時同い年位の少年にであった。
彼はどうやら記憶喪失で行く場所がなくて、成仏もできず困っているらしい。
ぼくは仕方なく彼の記憶探しの旅を手伝った。
「幽太」と名付けた彼はとても明るく元気で、良いやつだった。
二人で色々な困難を乗り越え、ついの僕たちは幽太の正体にtたどりついた。
彼は事故にあって眠り続けていたのだ。
幽太は体に戻り、ぼくは改めて彼と友達になった。
幽霊たちとの触れ合いでちょっとやそっとのことでは怖がらなくなったぼくは、いじめっこたちにも言い返せるようになって少しだけ強くなった自分を誇らしく思った。",800810,9157,NULL
NULL,html-keyboard-response,6,1637933,0.0-6.0,6179110,outline,2025/8/8 12:33,2025/8/8 13:00,debrief,NULL,2281, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,14,0.0-0.0,62735,outline,2025/8/8 12:31,2025/8/8 13:01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,5106,0.0-1.0,62735,outline,2025/8/8 12:31,2025/8/8 13:01,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,88481,0.0-2.0,62735,outline,2025/8/8 12:31,2025/8/8 13:01,outline_inst_tl,Array,83374,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,568484,0.0-3.0,62735,outline,2025/8/8 12:31,2025/8/8 13:01,outline_task,NULL,NULL,Array,"・熊五郎と八兵衛の2人は、酒飲み友達
・いつも通り居酒屋で一緒に酒を飲んで気分良く酔ったあと、帰り道で財布を拾う
・中にはそれなりのお金が入っていて、2人はそれをちょろまかして次の酒代にしようとする
・それを見ていた別の男が2人に近づいて、言葉巧みにそのお金を取ろうとする
・酔っ払っている2人はまんまと騙されてお金を取られてしまう
・",NULL,NULL,NULL,NULL
NULL,instructions,4,611938,0.0-4.0,62735,outline,2025/8/8 12:31,2025/8/8 13:01,main_task_inst_tl,Array,43452,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1811940,0.0-5.0,62735,outline,2025/8/8 12:31,2025/8/8 13:01,writing_block,NULL,NULL,NULL,NULL,"熊五郎と八兵衛は、近所でもよく知られた酒飲みで、いつも一緒に居酒屋で酒を飲んでいた。
雨の日も風の日も、二人は一緒に酒を飲むことが楽しく、人生で最大の楽しみとさえ考えていた。

ある日、いつものように二人は居酒屋で酒を飲み気分良く酔っ払い、楽しい時間を過ごした。
その帰り道、二人は千鳥足で歩いていると落ちている財布を見つけた。
熊五郎が「お、どっかの馬鹿が財布を落としてらぁ！」そう言ってその財布を拾い上げると、それに気付いた八兵衛が「何だ何だ？」と近寄ってくる。
熊五郎が拾った財布を開けると、中には2人が数日かけて稼ぐような大金が入っていた。
二人はそれを見て「おい、どうするよ」と顔を見合わせる。
そのうち、八兵衛はこんなことを言い出した。
「これ、もらっちまって次の酒代にしようや」
二人が何日もかけて稼ぐような大金、すっかり夜も更けた時間、辺りには誰もいない、ちょっと魔が差すには条件が揃っていた。
普段はよく言えば善人、悪く言えば悪事が出来ない小市民気質の熊五郎も、このような条件で八兵衛に促されたらちょっとぐらい悪い方に引っ張られるのもしょうがないというもの。
二人はそれを懐にしまってその場を離れようとした。

その時、二人に「ちょいとお待ちよ、お二人さん」声をかけてきた男がいた。
キツネのような目つきをしたその男は、驚いた顔をする二人を見てにやりとして、こう言葉を続ける。
「その財布、あっしに預けてみちゃどうですかい？ 明日の晩には倍にしてお渡ししますよ」
熊五郎と八兵衛は相手の男を上から下まで",1200001,5305,NULL
NULL,html-keyboard-response,6,1814848,0.0-6.0,62735,outline,2025/8/8 12:31,2025/8/8 13:01,debrief,NULL,2907, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,27,0.0-0.0,312376,outline,2025/8/8 12:33,2025/8/8 13:03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,8098,0.0-1.0,312376,outline,2025/8/8 12:33,2025/8/8 13:03,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,94895,0.0-2.0,312376,outline,2025/8/8 12:33,2025/8/8 13:03,outline_inst_tl,Array,86795,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,574898,0.0-3.0,312376,outline,2025/8/8 12:33,2025/8/8 13:03,outline_task,NULL,NULL,Array,"世界には法を犯した者が集められる大陸から遠く離れた島がある。
島の外周には高い壁が設置されていて脱出はできない。
その島では何をしてもとがめられることがない。
自由だがそれは他者も同じなので自身の身の安全は保障されない。
主人公は知恵を使って生き抜くすべを探求していく。
主人公に待ち受ける運命とは？
",NULL,NULL,NULL,NULL
NULL,instructions,4,609898,0.0-4.0,312376,outline,2025/8/8 12:33,2025/8/8 13:03,main_task_inst_tl,Array,34996,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1809900,0.0-5.0,312376,outline,2025/8/8 12:33,2025/8/8 13:03,writing_block,NULL,NULL,NULL,NULL,日本人の央介は証券会社で働くごく普通のサラリーマンだ。ある日仕事場に捜査員が来て央介は逮捕されてしまう。容疑はインサイダー取引疑惑だ。央介には身に覚えがなかったが、捜査員に促されるまま車に乗せられてしまう。車中ではなぜか目隠しとヘッドホンを装着させられ長いことどこかに運ばれているようだった。状況に慣れてきてうとうとしだすと突然捜査員に起こされ目隠しとヘッドホンを外された。眩しさに少し目が眩みながら辺りを見回すとごつごつとした岩があるだけの荒野だった。捜査員に告げられる「刑期満了まで生き抜いてください」訳が分からず何が起きているのか尋ねようとしたが捜査員たちはすぐに去って行ってしまった。しばらく呆然としていたが空腹とのどの渇きを感じ辺りをさまよい始める。どのくらい歩いただろうか、気づくと木々が生い茂る森の中だった。央介は小川を見つけがむしゃらに渇きをいやした。人心地つくと後ろで物音がし振り返った。そこには同年代くらいの女性がこちらをうかがっており何かを判断するかのようなまなざしで央介をみつめていた。央介は尋ねた「ここはどこですか？」女性は逡巡し答える。「ここはアウトローアイランド呼ばれる島です」と。訳が分からなかった。島？アウトローアイランド？央介は混乱していると突然女性がおうす,1200001,9500,NULL
NULL,html-keyboard-response,6,1813899,0.0-6.0,312376,outline,2025/8/8 12:33,2025/8/8 13:03,debrief,NULL,3996, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,17,0.0-0.0,5108776,outline,2025/8/8 12:43,2025/8/8 13:05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,6619,0.0-1.0,5108776,outline,2025/8/8 12:43,2025/8/8 13:05,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,58772,0.0-2.0,5108776,outline,2025/8/8 12:43,2025/8/8 13:05,outline_inst_tl,Array,52149,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,538776,0.0-3.0,5108776,outline,2025/8/8 12:43,2025/8/8 13:05,outline_task,NULL,NULL,Array,"ドイツにダルという船乗りの若者がいた。
ダルの乗る船は、ある日大時化に合い難破した。
気が付くとダルは見知らぬ島の浜に打ち上げられていた。
必死に生き抜こうとするダル。
危険な生物と闘うダル。
時の感覚は薄れ10年が過ぎていた。
10年後、水平線のかなたに貨物船が見えた。
貨物船に気付くも、ダルは助けを求めず島で生きることを決めた。",NULL,NULL,NULL,NULL
NULL,instructions,4,580403,0.0-4.0,5108776,outline,2025/8/8 12:43,2025/8/8 13:05,main_task_inst_tl,Array,41623,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1300834,0.0-5.0,5108776,outline,2025/8/8 12:43,2025/8/8 13:05,writing_block,NULL,NULL,NULL,NULL,"16世紀、世界が丸いことを知った西洋人は、見知らぬ土地を求めて船を大海原へと繰り出していた。
ドイツにダルという名前の船乗りがいた。
ダルは18歳になったばかりで、世界の果てに興味を持つ青年だった。
ある日、ダルの乗っている船は大時化に合い難破をしてしまった。帆を畳み、船を軽くするために積荷を捨て、船長の指示のもと必死にうごきまわるも虚しく、船は大破してしまいダルは海へと投げ出された。
溺れまいとするダルに、非情にも高波が襲い掛かる。
ダルは意識を失った。
気が付くとダルは、知らない浜辺に打ち上げられていた。
散策すると、小さな無人島のようだ。
ダルは火をおこすことで、身を守ることと清潔な水を手に入れることを考えた。
無事火を起こせたダルは、その夜は疲れて眠ってしまった。
静けさの中、奇妙な音でダルは目を覚ました。
クロヒョウだ。
必死になって、火のついた棒で応戦するダル。
クロヒョウは自ら崖から落ちてしまった。
食べ物を探すダル。
故郷を思い涙を流したり、大声で叫んだり、のろしを焚いて避難信号を送ったりもした。
しかし、何も起こらなかった。
月日は経ち、10年もの年月が流れていた。
ある日、ダルは水平線の彼方に貨物船をみた。
貨物船に一瞥をくれると、ダルは島の奥へとのろのろと去っていくのであった。",720430,11114,NULL
NULL,html-keyboard-response,6,1303506,0.0-6.0,5108776,outline,2025/8/8 12:43,2025/8/8 13:05,debrief,NULL,2671, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,12,0.0-0.0,6205903,outline,2025/8/8 12:37,2025/8/8 13:07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,5435,0.0-1.0,6205903,outline,2025/8/8 12:37,2025/8/8 13:07,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,77330,0.0-2.0,6205903,outline,2025/8/8 12:37,2025/8/8 13:07,outline_inst_tl,Array,71895,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,557334,0.0-3.0,6205903,outline,2025/8/8 12:37,2025/8/8 13:07,outline_task,NULL,NULL,Array,"・竜也は生まれつき左手が不自由な高校生である
・不自由な手をもろともせず、野球部に所属して大好きな野球に打ち込んでいる
・ポジションはピッチャーで5番を打っている
・高校生では最後となる大会で相手選手と交錯し右手を負傷する
・竜也は自分から野球を取ってしまうと何も残らないと思い、負傷した右手が痛むことを隠して試合に出続けた
・迎えた決勝戦で竜也は1対0で勝っていたが、9回裏に2アウト満塁のピンチを迎える
・ピンチを迎えた竜也を選手が囲んで励ましている
・周りの選手は「もう我慢しなくて良い」と竜也に声をかける
・竜也は涙を流しながら2番手ピッチャーに後を託した
・試合は結局負けてしまったがチームの皆は満足感を得ていた",NULL,NULL,NULL,NULL
NULL,instructions,4,600110,0.0-4.0,6205903,outline,2025/8/8 12:37,2025/8/8 13:07,main_task_inst_tl,Array,42774,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1800113,0.0-5.0,6205903,outline,2025/8/8 12:37,2025/8/8 13:07,writing_block,NULL,NULL,NULL,NULL,"「おいおい、あまり張り切り過ぎるなよ」
先ほどまで少し先を走っていた健司は竜也に声をかけた。
「だって来週から最後の大会だぜ。焦って仕方ないよ」と竜也。
竜也は生まれたときから左手が不自由であるが、小学生のころに野球と出会ってからずっと野球に熱中し続けている。体格が良い分、大人顔負けの肩を持ち、エースピッチャーとしてチームを牽引してきた。
来週からは高校生として最後の試合が始まる。

竜也が通う高校の野球部は地元では名門であり、例年通り順調に勝ち進んでいた。迎えた準々決勝で粘投を続けていた竜也は、試合の終盤で一塁線に転がるボールを拾って一塁を踏みに行ったところ、相手選手と交錯して倒れ込んだ。
「大丈夫か、竜也！」
内野手が駆け寄ってきて声をかける。
暫くうずくまっていた竜也は、すっと立ち上がると「ああ、何てことないよ」と、笑みを浮かべながら立ち上がった。
「今日は念のため休んどけ。お前以外にも投手はいるんだからな」と監督が竜也に声をかける。

ピッチャーが代わってからも何とか勝利を手にした竜也たちは、準決勝に駒を進める。
準決勝でも竜也は、相手選手と交錯して右手を痛めていることを隠して試合に出続け、遂に決勝戦に挑むこととなった。

決勝戦は手に汗握る投手戦で、9回の表にやっと竜也たちのチームが1点を挙げた。
粘りのピッチングを続ける竜也は、9回裏のツーアウトまでテンポよく進むものの、そこからフォアボールを3つ続けて出し、逆転のピンチを迎えた。
竜也の元に選手が集まる。
「竜也……もう我慢しなくて良いぞ」
「何のことを言っているんだ？」
「しらじらしいな。痛めてるんだろ、右手」
暫く黙る竜也。
「なんだ、バレてたのか」
",1200001,6852,NULL
NULL,html-keyboard-response,6,1803168,0.0-6.0,6205903,outline,2025/8/8 12:37,2025/8/8 13:07,debrief,NULL,3053, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,26,0.0-0.0,972848,outline,2025/8/8 12:39,2025/8/8 13:10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,4094,0.0-1.0,972848,outline,2025/8/8 12:39,2025/8/8 13:10,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,74303,0.0-2.0,972848,outline,2025/8/8 12:39,2025/8/8 13:10,outline_inst_tl,Array,70207,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,554311,0.0-3.0,972848,outline,2025/8/8 12:39,2025/8/8 13:10,outline_task,NULL,NULL,Array,"・アプリで出会った多重人格の彼との恋愛物語
・恋した彼は多重人格",NULL,NULL,NULL,NULL
NULL,instructions,4,643259,0.0-4.0,972848,outline,2025/8/8 12:39,2025/8/8 13:10,main_task_inst_tl,Array,88943,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1843265,0.0-5.0,972848,outline,2025/8/8 12:39,2025/8/8 13:10,writing_block,NULL,NULL,NULL,NULL,"私はどこの誰かかも分からない人と通話で繋がれるというアプリを使っていた。
ある日、繋がった20代前半の男性。

初めて会話をした日は、20代にしてはやけに幼くて、甘えん坊だなという印象だった。

お互い、楽しい時間を過ごせたので、また話そうね！と約束し、その日のやりとりを終えた。

少し時間が経ち、一週間後、また通話をする機会があった。

話し始めると、一回目に話した印象とは全く違う年相応の爽やかなお兄さんのような口調になっていた。


私は、あれ？なんか印象違うな・・と思いつつも、やはり話すのが楽しくて、深くは考えず通話していた。

そして、一回目の時は、音楽の話なんてしなかったのに、突然、電話口で弾き語りをしてくれた。ギャップにやられた私は既に夢中・・・。

そんな日々を続けていること一カ月。
私は、少しずつ不思議な気持ちになっていた。

通話する前の彼、毎回、初めましてのような空気を出してくる。なんだか、私の事を記憶の奥から引っ張り出しているような・・・。

とても不思議で、でも、私は毎回新鮮な気持ちで彼との通話を楽しんでいた。

ある日、いつもと全く違う雰囲気の彼が現れた。
どこかそっけなくて、冷たい。
初めは、気分屋な人なのかなと思って、様子を見ていたけれど、今まで続いていたやりとりは途絶えがちになった。

それでも、数日経つと、何事もなかったように、やりとりが
始まる。違和感の連続・・・。

彼と通話するようになってから、彼の中に、何人かの人物がいるように思えた。

もしかして彼って、多重人格？
私は、必死で多重人格（解離性同一性障害）について調べた。

やっぱり、そうだ。
彼自身は、自覚していないし、きっと診断も受けていない。

でも、一カ月以上彼と通話していたので、少しの変化に気付けたのだ。




",1200002,6275,NULL
NULL,html-keyboard-response,6,1848936,0.0-6.0,972848,outline,2025/8/8 12:39,2025/8/8 13:10,debrief,NULL,5666, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,14,0.0-0.0,109960,outline,2025/8/8 12:41,2025/8/8 13:14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,14790,0.0-1.0,109960,outline,2025/8/8 12:41,2025/8/8 13:14,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,277077,0.0-2.0,109960,outline,2025/8/8 12:41,2025/8/8 13:14,outline_inst_tl,Array,262285,NULL,NULL,NULL,NULL,NULL,NULL
