"success","task","trial_type","trial_index","time_elapsed","internal_node_id","ID","condition","StartTime","EndTime","view_history","rt","stimulus","response","response_raw","response_normalized","correct_answer","correct"
NULL,"presentation_trials_practice","html-keyboard-response","14","81658","0.0-2.0-2.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">1</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","15","82659","0.0-2.0-2.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">G</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","16","83661","0.0-2.0-2.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">C</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","17","84661","0.0-2.0-2.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">7</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","18","85662","0.0-2.0-2.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_practice","html-keyboard-response","19","91167","0.0-2.0-2.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"17CG","17CG","17CG","1"
NULL,NULL,"html-keyboard-response","20","93168","0.0-2.0-2.0-6.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<p style='color:green; font-size: 48px;'>正解です！</p>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","21","94169","0.0-2.0-3.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">F</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","22","95171","0.0-2.0-3.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">6</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","23","96172","0.0-2.0-3.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">A</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","24","97173","0.0-2.0-3.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">2</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","25","98174","0.0-2.0-3.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_practice","html-keyboard-response","26","103519","0.0-2.0-3.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"26AF","26AF","26AF","1"
NULL,NULL,"html-keyboard-response","27","105520","0.0-2.0-3.0-6.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<p style='color:green; font-size: 48px;'>正解です！</p>",NULL,NULL,NULL,NULL,NULL
NULL,"main_task_inst_tl","instructions","28","109839","0.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23","Array","4318",NULL,NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","29","110841","0.0-4.0-0.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">D</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","30","111842","0.0-4.0-0.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">3</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","31","112844","0.0-4.0-0.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">B</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","32","113846","0.0-4.0-0.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">1</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","33","114847","0.0-4.0-0.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","34","121815","0.0-4.0-0.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"13BD","13BD","13BD","1"
NULL,"presentation_trials_main","html-keyboard-response","35","122817","0.0-4.0-1.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">A</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","36","123818","0.0-4.0-1.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">7</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","37","124819","0.0-4.0-1.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">4</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","38","125821","0.0-4.0-1.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">F</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","39","126822","0.0-4.0-1.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","40","131944","0.0-4.0-1.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"47AF","47AF","47AF","1"
NULL,"presentation_trials_main","html-keyboard-response","41","132945","0.0-4.0-2.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">2</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","42","133947","0.0-4.0-2.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">G</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","43","134947","0.0-4.0-2.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">E</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","44","135949","0.0-4.0-2.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">5</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","45","136950","0.0-4.0-2.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","46","145303","0.0-4.0-2.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"25EG","25EG","25EG","1"
NULL,"presentation_trials_main","html-keyboard-response","47","146305","0.0-4.0-3.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">D</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","48","147306","0.0-4.0-3.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">3</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","49","148307","0.0-4.0-3.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">B</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","50","149308","0.0-4.0-3.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">7</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","51","150309","0.0-4.0-3.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">A</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","52","151311","0.0-4.0-3.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","53","168791","0.0-4.0-3.0-6.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"37ABD","37ABD","37ABD","1"
NULL,"presentation_trials_main","html-keyboard-response","54","169792","0.0-4.0-4.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">F</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","55","170793","0.0-4.0-4.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">2</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","56","171794","0.0-4.0-4.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">K</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","57","172796","0.0-4.0-4.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">5</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","58","173798","0.0-4.0-4.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">C</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","59","174799","0.0-4.0-4.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","60","192017","0.0-4.0-4.0-6.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"25CFK","25CFK","25CFK","1"
NULL,"presentation_trials_main","html-keyboard-response","61","193018","0.0-4.0-5.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">4</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","62","194021","0.0-4.0-5.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">M</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","63","195021","0.0-4.0-5.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">H</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","64","196022","0.0-4.0-5.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">1</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","65","197023","0.0-4.0-5.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">E</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","66","198024","0.0-4.0-5.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","67","219287","0.0-4.0-5.0-6.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"14EHM","14EHM","14EHM","1"
NULL,"presentation_trials_main","html-keyboard-response","68","220288","0.0-4.0-6.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">G</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","69","221289","0.0-4.0-6.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">9</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","70","222290","0.0-4.0-6.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">2</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","71","223291","0.0-4.0-6.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">L</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","72","224291","0.0-4.0-6.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">A</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","73","225293","0.0-4.0-6.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">5</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","74","226294","0.0-4.0-6.0-6.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","75","242367","0.0-4.0-6.0-7.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"259AGL","259AGL","259AGL","1"
NULL,"presentation_trials_main","html-keyboard-response","76","243368","0.0-4.0-7.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">3</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","77","244370","0.0-4.0-7.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">B</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","78","245371","0.0-4.0-7.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">N</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","79","246372","0.0-4.0-7.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">7</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","80","247372","0.0-4.0-7.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">D</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","81","248374","0.0-4.0-7.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">F</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","82","249375","0.0-4.0-7.0-6.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","83","275032","0.0-4.0-7.0-7.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"37BCF","37BCF","37BDFN",
NULL,"presentation_trials_main","html-keyboard-response","84","276033","0.0-4.0-8.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">E</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","85","277034","0.0-4.0-8.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">6</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","86","278035","0.0-4.0-8.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">1</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","87","279037","0.0-4.0-8.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">Q</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","88","280038","0.0-4.0-8.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">H</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","89","281044","0.0-4.0-8.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">8</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","90","282045","0.0-4.0-8.0-6.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","91","303583","0.0-4.0-8.0-7.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"168EHQ","168EHQ","168EHQ","1"
NULL,"presentation_trials_main","html-keyboard-response","92","304584","0.0-4.0-9.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">C</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","93","305585","0.0-4.0-9.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">4</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","94","306586","0.0-4.0-9.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">T</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","95","307587","0.0-4.0-9.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">K</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","96","308588","0.0-4.0-9.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">2</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","97","309590","0.0-4.0-9.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">A</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","98","310591","0.0-4.0-9.0-6.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">9</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","99","311592","0.0-4.0-9.0-7.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","100","340775","0.0-4.0-9.0-8.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"249ACKT","249ACKT","249ACKT","1"
NULL,"presentation_trials_main","html-keyboard-response","101","341776","0.0-4.0-10.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">6</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","102","342777","0.0-4.0-10.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">Z</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","103","343779","0.0-4.0-10.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">R</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","104","344781","0.0-4.0-10.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">3</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","105","345786","0.0-4.0-10.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">B</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","106","346787","0.0-4.0-10.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">J</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","107","347789","0.0-4.0-10.0-6.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">M</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","108","348790","0.0-4.0-10.0-7.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","109","378296","0.0-4.0-10.0-8.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"36ABMRZ","36ABMRZ","36BJMRZ",
NULL,"presentation_trials_main","html-keyboard-response","110","379299","0.0-4.0-11.0-0.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">L</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","111","380300","0.0-4.0-11.0-1.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">5</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","112","381302","0.0-4.0-11.0-2.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">1</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","113","382303","0.0-4.0-11.0-3.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">G</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","114","383305","0.0-4.0-11.0-4.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">X</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","115","384307","0.0-4.0-11.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">D</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","116","385308","0.0-4.0-11.0-6.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,"<div style=""font-size: 48px;"">7</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","117","386310","0.0-4.0-11.0-7.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","118","415983","0.0-4.0-11.0-8.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,NULL,NULL,NULL,"57GLX","57GLX","157DGLX",
NULL,"debrief","html-keyboard-response","119","420731","0.0-5.0","3283357","control","2025/8/8 11:34:22","2025/8/8 11:41:23",NULL,"4747","<p style='text-algin:left'>これで事前課題は終了になります。</p><p style='text-algin:left'>次に、文章産出課題の説明に移ります。</p><p style='text-algin:left'>準備ができたらスペースキーを押して、文章産出課題に進んでください。</p>"," ",NULL,NULL,NULL,NULL
"1","FullScreen","fullscreen","0","3637","0.0-0.0","6337447","control","2025/8/8 11:36:41","2025/8/8 11:41:45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"practice_task_inst_tl","instructions","1","32199","0.0-1.0","6337447","control","2025/8/8 11:36:41","2025/8/8 11:41:45","Array","28562",NULL,NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","2","33201","0.0-2.0-0.0-0.0","6337447","control","2025/8/8 11:36:41","2025/8/8 11:41:45",NULL,NULL,"<div style=""font-size: 48px;"">C</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","3","34201","0.0-2.0-0.0-1.0","6337447","control","2025/8/8 11:36:41","2025/8/8 11:41:45",NULL,NULL,"<div style=""font-size: 48px;"">2</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","4","35203","0.0-2.0-0.0-2.0","6337447","control","2025/8/8 11:36:41","2025/8/8 11:41:45",NULL,NULL,"<div style=""font-size: 48px;"">A</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","5","36205","0.0-2.0-0.0-3.0","6337447","control","2025/8/8 11:36:41","2025/8/8 11:41:45",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_practice","html-keyboard-response","6","48590","0.0-2.0-0.0-4.0","6337447","control","2025/8/8 11:36:41","2025/8/8 11:41:45",NULL,NULL,NULL,NULL,"13A","13A","2AC",
NULL,NULL,"html-keyboard-response","7","50592","0.0-2.0-0.0-5.0","6337447","control","2025/8/8 11:36:41","2025/8/8 11:41:45",NULL,NULL,"<p style='color:red; font-size: 48px;'>不正解です。正しい答えは <code>2AC</code> です。</p>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","8","51594","0.0-2.0-1.0-0.0","6337447","control","2025/8/8 11:36:41","2025/8/8 11:41:45",NULL,NULL,"<div style=""font-size: 48px;"">B</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","9","52594","0.0-2.0-1.0-1.0","6337447","control","2025/8/8 11:36:41","2025/8/8 11:41:45",NULL,NULL,"<div style=""font-size: 48px;"">5</div>",NULL,NULL,NULL,NULL,NULL
