"success","task","trial_type","trial_index","time_elapsed","internal_node_id","ID","condition","StartTime","EndTime","view_history","rt","stimulus","response","correct_answer","sentence_text","correct"
NULL,"feedback_trial","html-keyboard-response","15","78193","0.0-2.0-6.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","16","79739","0.0-2.0-7.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1546","<p>「ある日」という言葉を打ち込んでいる。</p>","1","出力","「ある日」という言葉を打ち込んでいる。","1"
NULL,"feedback_trial","html-keyboard-response","17","80240","0.0-2.0-7.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","18","82071","0.0-2.0-8.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1830","<p>全体の流れを思い描いている。</p>","0","プランニング","全体の流れを思い描いている。","1"
NULL,"feedback_trial","html-keyboard-response","19","82572","0.0-2.0-8.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","20","84119","0.0-2.0-9.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1546","<p>話のつながりがおかしいので直した。</p>","2","修正","話のつながりがおかしいので直した。","1"
NULL,"feedback_trial","html-keyboard-response","21","84620","0.0-2.0-9.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","22","85784","0.0-2.0-10.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1164","<p>キーボードで文章を入力している。</p>","1","出力","キーボードで文章を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","23","86295","0.0-2.0-10.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","24","87755","0.0-2.0-11.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1459","<p>目を閉じてぼーっとしていた。</p>","3","その他","目を閉じてぼーっとしていた。","1"
NULL,"feedback_trial","html-keyboard-response","25","88256","0.0-2.0-11.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","26","89879","0.0-2.0-12.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1622","<p>読みにくい部分を調整している。</p>","2","修正","読みにくい部分を調整している。","1"
NULL,"feedback_trial","html-keyboard-response","27","90380","0.0-2.0-12.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","28","93523","0.0-2.0-13.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"3142","<p>物語の終わり方を考えている。</p>","0","プランニング","物語の終わり方を考えている。","1"
NULL,"feedback_trial","html-keyboard-response","29","94024","0.0-2.0-13.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","30","95368","0.0-2.0-14.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1343","<p>どんな登場人物がいいか悩んでいる。</p>","0","プランニング","どんな登場人物がいいか悩んでいる。","1"
NULL,"feedback_trial","html-keyboard-response","31","95868","0.0-2.0-14.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","32","97356","0.0-2.0-15.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1487","<p>文章をどんどんタイピングしている。</p>","1","出力","文章をどんどんタイピングしている。","1"
NULL,"feedback_trial","html-keyboard-response","33","97857","0.0-2.0-15.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","34","99486","0.0-2.0-16.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1628","<p>内容を読み返して見直している。</p>","2","修正","内容を読み返して見直している。","1"
NULL,"feedback_trial","html-keyboard-response","35","99986","0.0-2.0-16.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","36","101563","0.0-2.0-17.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1576","<p>頭の中の話を形にしている。</p>","0","出力","頭の中の話を形にしている。",
NULL,"feedback_trial","html-keyboard-response","37","102064","0.0-2.0-17.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","38","109108","0.0-2.0-17.1-0.1","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"7043","<p>頭の中の話を形にしている。</p>","3","出力","頭の中の話を形にしている。",
NULL,"feedback_trial","html-keyboard-response","39","109609","0.0-2.0-17.1-1.1","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","40","110585","0.0-2.0-17.2-0.2","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"975","<p>頭の中の話を形にしている。</p>","1","出力","頭の中の話を形にしている。","1"
NULL,"feedback_trial","html-keyboard-response","41","111086","0.0-2.0-17.2-1.2","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","42","112730","0.0-2.0-18.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1643","<p>ストレッチをして体をほぐした。</p>","3","その他","ストレッチをして体をほぐした。","1"
NULL,"feedback_trial","html-keyboard-response","43","113231","0.0-2.0-18.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","44","114605","0.0-2.0-19.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1373","<p>キャラクターの名前を入力している。</p>","1","出力","キャラクターの名前を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","45","115105","0.0-2.0-19.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","46","116638","0.0-2.0-20.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1531","<p>この話の舞台をどうするか決めている。</p>","0","プランニング","この話の舞台をどうするか決めている。","1"
NULL,"feedback_trial","html-keyboard-response","47","117139","0.0-2.0-20.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","48","118459","0.0-2.0-21.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1319","<p>文章が変だったので書き直した。</p>","2","修正","文章が変だったので書き直した。","1"
NULL,"feedback_trial","html-keyboard-response","49","118960","0.0-2.0-21.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","50","120425","0.0-2.0-22.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1464","<p>テーマに合った話を作ろうとしている。</p>","0","プランニング","テーマに合った話を作ろうとしている。","1"
NULL,"feedback_trial","html-keyboard-response","51","120926","0.0-2.0-22.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","52","122733","0.0-2.0-23.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1807","<p>書くことをやめて指を回していた。</p>","3","その他","書くことをやめて指を回していた。","1"
NULL,"feedback_trial","html-keyboard-response","53","123234","0.0-2.0-23.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","54","125201","0.0-2.0-24.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1966","<p>誤字脱字を確認するために、本文を読み直している。</p>","2","修正","誤字脱字を確認するために、本文を読み直している。","1"
NULL,"feedback_trial","html-keyboard-response","55","125701","0.0-2.0-24.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","56","128614","0.0-2.0-25.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"2912","<p>自分の書いた文字を眺めていたが、何も考えていなかった。</p>","3","その他","自分の書いた文字を眺めていたが、何も考えていなかった。","1"
NULL,"feedback_trial","html-keyboard-response","57","129114","0.0-2.0-25.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","58","131472","0.0-2.0-26.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"2357","<p>時系列を整理している。</p>","0","プランニング","時系列を整理している。","1"
NULL,"feedback_trial","html-keyboard-response","59","131974","0.0-2.0-26.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","60","133781","0.0-2.0-27.0-0.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"1806","<p>何も思いつかずに机の上を眺めていた。</p>","3","その他","何も思いつかずに机の上を眺めていた。","1"
NULL,"feedback_trial","html-keyboard-response","61","134281","0.0-2.0-27.0-1.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"task_description","html-keyboard-response","62","142879","0.0-3.0","6157211","structured","2025/8/8 11:32:57","2025/8/8 11:35:20",NULL,"8596","
      <p style=""text-align: left"">本課題では、<strong>あなたが考えたオリジナルの面白い物語を書いていただきます。</strong></p>
      <p style=""text-align: left"">その時に、いま覚えてもらった4種類の思考内容についてもお尋ねします。</p>
      <p><br><br></p>
      <p style=""text-align: left"">次に、本課題の前に行ってもらう課題の説明に移ります。準備ができたらスペースキーを押してください。</p>
    "," ",NULL,NULL,NULL
"1","FullScreen","fullscreen","0","13322","0.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"category_inst_tl","instructions","1","50796","0.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34","Array","37473",NULL,NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","2","61156","0.0-2.0-0.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"10360","<p>話のつながりがおかしいので直した。</p>","0","修正","話のつながりがおかしいので直した。",
NULL,"feedback_trial","html-keyboard-response","3","61657","0.0-2.0-0.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","4","63004","0.0-2.0-0.1-0.1","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"1345","<p>話のつながりがおかしいので直した。</p>","1","修正","話のつながりがおかしいので直した。",
NULL,"feedback_trial","html-keyboard-response","5","63505","0.0-2.0-0.1-1.1","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","6","64476","0.0-2.0-0.2-0.2","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"970","<p>話のつながりがおかしいので直した。</p>","2","修正","話のつながりがおかしいので直した。","1"
NULL,"feedback_trial","html-keyboard-response","7","64991","0.0-2.0-0.2-1.2","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","8","69963","0.0-2.0-1.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"4972","<p>「ある日」という言葉を打ち込んでいる。</p>","1","出力","「ある日」という言葉を打ち込んでいる。","1"
NULL,"feedback_trial","html-keyboard-response","9","70464","0.0-2.0-1.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","10","75564","0.0-2.0-2.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"5099","<p>タイマーの残り時間を確認した。</p>","0","その他","タイマーの残り時間を確認した。",
NULL,"feedback_trial","html-keyboard-response","11","76065","0.0-2.0-2.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","12","76884","0.0-2.0-2.1-0.1","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"818","<p>タイマーの残り時間を確認した。</p>","3","その他","タイマーの残り時間を確認した。","1"
NULL,"feedback_trial","html-keyboard-response","13","77385","0.0-2.0-2.1-1.1","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","14","81956","0.0-2.0-3.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"4571","<p>目を閉じてぼーっとしていた。</p>","3","その他","目を閉じてぼーっとしていた。","1"
NULL,"feedback_trial","html-keyboard-response","15","82457","0.0-2.0-3.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","16","84564","0.0-2.0-4.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"2106","<p>文章が変だったので書き直した。</p>","2","修正","文章が変だったので書き直した。","1"
NULL,"feedback_trial","html-keyboard-response","17","85064","0.0-2.0-4.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","18","86548","0.0-2.0-5.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"1483","<p>誤字を修正した。</p>","2","修正","誤字を修正した。","1"
NULL,"feedback_trial","html-keyboard-response","19","87048","0.0-2.0-5.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","20","88955","0.0-2.0-6.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"1907","<p>この話の舞台をどうするか決めている。</p>","0","プランニング","この話の舞台をどうするか決めている。","1"
NULL,"feedback_trial","html-keyboard-response","21","89456","0.0-2.0-6.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","22","93172","0.0-2.0-7.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"3716","<p>誤字脱字を確認するために、本文を読み直している。</p>","2","修正","誤字脱字を確認するために、本文を読み直している。","1"
NULL,"feedback_trial","html-keyboard-response","23","93674","0.0-2.0-7.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","24","100412","0.0-2.0-8.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"6738","<p>何も思いつかずに机の上を眺めていた。</p>","3","その他","何も思いつかずに机の上を眺めていた。","1"
NULL,"feedback_trial","html-keyboard-response","25","100913","0.0-2.0-8.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","26","104932","0.0-2.0-9.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"4018","<p>自分の書いた文字を眺めていたが、何も考えていなかった。</p>","0","その他","自分の書いた文字を眺めていたが、何も考えていなかった。",
NULL,"feedback_trial","html-keyboard-response","27","105447","0.0-2.0-9.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","28","106083","0.0-2.0-9.1-0.1","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"635","<p>自分の書いた文字を眺めていたが、何も考えていなかった。</p>","3","その他","自分の書いた文字を眺めていたが、何も考えていなかった。","1"
NULL,"feedback_trial","html-keyboard-response","29","106584","0.0-2.0-9.1-1.1","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","30","109604","0.0-2.0-10.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"3019","<p>思いついた言葉をすぐに書いている。</p>","1","出力","思いついた言葉をすぐに書いている。","1"
NULL,"feedback_trial","html-keyboard-response","31","110105","0.0-2.0-10.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","32","112444","0.0-2.0-11.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"2338","<p>全体の流れを思い描いている。</p>","0","プランニング","全体の流れを思い描いている。","1"
NULL,"feedback_trial","html-keyboard-response","33","112945","0.0-2.0-11.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","34","114564","0.0-2.0-12.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"1618","<p>読みにくい部分を調整している。</p>","2","修正","読みにくい部分を調整している。","1"
NULL,"feedback_trial","html-keyboard-response","35","115065","0.0-2.0-12.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","36","116916","0.0-2.0-13.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"1851","<p>キャラクターの名前を入力している。</p>","1","出力","キャラクターの名前を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","37","117417","0.0-2.0-13.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","38","119004","0.0-2.0-14.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"1586","<p>表現をより自然に直している。</p>","2","修正","表現をより自然に直している。","1"
NULL,"feedback_trial","html-keyboard-response","39","119505","0.0-2.0-14.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","40","121684","0.0-2.0-15.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"2178","<p>頭の中の話を形にしている。</p>","1","出力","頭の中の話を形にしている。","1"
NULL,"feedback_trial","html-keyboard-response","41","122184","0.0-2.0-15.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","42","123941","0.0-2.0-16.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"1756","<p>テーマに合った話を作ろうとしている。</p>","0","プランニング","テーマに合った話を作ろうとしている。","1"
NULL,"feedback_trial","html-keyboard-response","43","124442","0.0-2.0-16.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","44","126564","0.0-2.0-17.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"2121","<p>思いついた文をそのまま書いている。</p>","3","出力","思いついた文をそのまま書いている。",
NULL,"feedback_trial","html-keyboard-response","45","127064","0.0-2.0-17.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","46","128692","0.0-2.0-17.1-0.1","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"1627","<p>思いついた文をそのまま書いている。</p>","1","出力","思いついた文をそのまま書いている。","1"
NULL,"feedback_trial","html-keyboard-response","47","129193","0.0-2.0-17.1-1.1","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","48","132452","0.0-2.0-18.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"3259","<p>何となく窓の外を見ていた。</p>","3","その他","何となく窓の外を見ていた。","1"
NULL,"feedback_trial","html-keyboard-response","49","132954","0.0-2.0-18.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","50","134524","0.0-2.0-19.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"1570","<p>キーボードで文章を入力している。</p>","1","出力","キーボードで文章を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","51","135025","0.0-2.0-19.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","52","138756","0.0-2.0-20.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"3730","<p>どんな登場人物がいいか悩んでいる。</p>","0","プランニング","どんな登場人物がいいか悩んでいる。","1"
NULL,"feedback_trial","html-keyboard-response","53","139257","0.0-2.0-20.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","54","140876","0.0-2.0-21.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"1618","<p>ストレッチをして体をほぐした。</p>","3","その他","ストレッチをして体をほぐした。","1"
NULL,"feedback_trial","html-keyboard-response","55","141377","0.0-2.0-21.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","56","147460","0.0-2.0-22.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"6082","<p>書くことをやめて指を回していた。</p>","3","その他","書くことをやめて指を回していた。","1"
NULL,"feedback_trial","html-keyboard-response","57","147961","0.0-2.0-22.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","58","150068","0.0-2.0-23.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"2107","<p>内容を読み返して見直している。</p>","2","修正","内容を読み返して見直している。","1"
NULL,"feedback_trial","html-keyboard-response","59","150572","0.0-2.0-23.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","60","152637","0.0-2.0-24.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"2063","<p>物語の終わり方を考えている。</p>","0","プランニング","物語の終わり方を考えている。","1"
NULL,"feedback_trial","html-keyboard-response","61","153137","0.0-2.0-24.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","62","154804","0.0-2.0-25.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"1666","<p>文章をどんどんタイピングしている。</p>","1","出力","文章をどんどんタイピングしている。","1"
NULL,"feedback_trial","html-keyboard-response","63","155313","0.0-2.0-25.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","64","159724","0.0-2.0-26.0-0.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,"4410","<p>時系列を整理している。</p>","0","プランニング","時系列を整理している。","1"
NULL,"feedback_trial","html-keyboard-response","65","160225","0.0-2.0-26.0-1.0","4818552","structured","2025/8/8 11:32:38","2025/8/8 11:35:34",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
